pill_cd,pill_nm,pill_mnf,pill_rv,pill_rvnum,pill_info
08980,레모비타 플러스 정 레몬맛,경남제약,4.5,2,
08981,릴리 세라마이드,릴리페이스,5.0,2,"*자기전*   하루에 1회, 1회당 2정씩 드세요"
08982,C 250mg 구미,네이처메이드,5.0,2,"*언제든, 식후*   하루에 1회, 1회당 2구미씩 씹어서 드세요"
08983,철분 헤모케어,덴프스,4.0,2,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1포씩 직접 또는 물과 함께 드세요"
08984,이뮨 포뮬러 103,쿄릭,5.0,2,"*아침/저녁*   하루에 2회, 1회당 2캡슐씩 드세요"
08985,엔트리 프로폴리스,하이리빙,5.0,2,"*아침/점심/저녁*   하루에 3회, 1회당 2캡슐씩 드세요"
08986,삼부커스 블랙 엘더베리,네이처스트루,5.0,2,"*언제든, 식후*   하루에 1회, 1회당 2구미씩 드세요"
08987,퀘르세틴 보울라인C,깐깐한여니씨,5.0,2,*아침*   하루에 최소 1회 - 최대 2회까지 1포씩 물과 함께 드세요
08988,바이탈 이뮨 450ml,로트벡쉔,4.5,2,"*오전중, 식후*   하루에 1회, 1회당 30ml씩 드세요"
08989,퍼틸CM 포 우먼,페어해븐헬스,5.0,2,"*언제든, 식후*   하루에 1회, 1회당 3캡슐씩 드세요"
08990,펜타콜라겐,라쥬방스,4.5,2,*자기전*   하루에 최소 1회 - 최대 2회까지 1포씩 드세요
08991,시아플렉스 엑스 캡슐,셀메드,5.0,2,"*아침/저녁*   하루에 2회, 1회당 2캡슐씩 드세요"
08992,저분자 피쉬콜라겐 300,휴럼,4.0,2,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
08993,마이니 콜라겐 구미,일동제약,3.5,2,"*자기전*   하루에 1회, 1회당 1팩씩 드세요"
08994,바이탈썸 비타민C,대웅제약,5.0,2,"*언제든, 식후*   하루에 1회, 1회당 1정씩 씹어서 드세요"
08995,이뮨 다이렉트,구디,3.5,2,"*오전중, 식후*   하루에 1회, 1회당 1포씩 드세요"
08996,에너제틱 아르기닌 6000,뉴트리가든,4.0,2,"*운동전후/, 식전*   하루에 1회, 1회당 1포씩 드세요"
08997,이가탄에프캡슐,명인제약,4.5,2,"*아침, 식후/점심, 식후/저녁, 식후*   하루에 3회, 1회당 1캡슐씩 드세요"
08998,엘더뮨,나우푸드,4.5,2,"*언제든, 식후*   하루에 최소 1회 - 최대 3회까지 2캡슐씩 드세요"
08999,리핏 어린 저분자피쉬콜라겐,온유바이오,4.5,2,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
09000,정직한 콜라겐,청춘발전소,5.0,2,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
09001,바이오 스테롤,제이앤에이치바이오,3.5,2,"*아침, 식후/저녁, 식후*   하루에 2회, 1회당 2캡슐씩 드세요"
09002,면역 프로폴리스,네추럴라이즈,4.0,2,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
09003,세리번 나이트 V2,세리박스,3.5,2,"*자기전*   하루에 1회, 1회당 1팩씩 드세요"
09004,그린몬스터 이너뷰티 이너 콜라겐,그레이스클럽,4.0,1,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
09005,츄어블 비타민C 플러스 레몬맛,뉴팜,5.0,1,"*언제든, 식후*   하루에 1회, 1회당 2정씩 씹거나 입안에서 녹여서 드세요"
09006,마이해빗 프리미엄 효소습관 모로오렌지,트리즈커머스,5.0,1,*아침*   하루에 최소 1회 - 최대 2회까지 1포씩 드세요
09007,저분자 피쉬콜라겐C 비오틴 900,보뚜,3.0,1,"*언제든, 식후*   하루에 1회, 1회당 1포씩 드세요"
09008,스위치밤 온앤오프,비욘드푸드,3.0,1,"*아침, 식후/자기전*   하루에 2회, 1회당 2정씩 물과 함께 드세요"
09009,발포비타민C,미볼리스,5.0,1,"*언제든, 식후*   하루에 1회, 1회당 1정씩 200ml 물에 녹여서 드세요"
09010,+ 착한비타민C,이롬,4.0,1,"*언제든, 식후*   하루에 1회, 1회당 1포씩 드세요"
09011,화사한날엔 콜라겐300 라이트,프롬바이오,5.0,1,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
09012,마이니 센시라민큐,일동제약,5.0,1,"*언제든, 식후*   하루에 1회, 1회당 1개씩 드세요"
09013,(단종) 뮤 이뮨 다이렉트 스틱,구디,5.0,1,"*언제든, 식후*   하루에 1회, 1회당 1포씩 입 안에서 녹여서 드세요"
09014,안드로그래피스이뮨 with AP-바이오 100mg,캘리포니아골드뉴트리션,5.0,1,"*아침/저녁*   하루에 2회, 1회당 1정씩 드세요"
09015,저분자 어린콜라겐 비타민C,더좋은,5.0,1,"*언제든, 식후*   하루에 1회, 1회당 최소 1정 - 최대 6정까지 씹거나 녹여서 드세요"
09016,크랜베리 슈퍼 스트렝스,스완슨,4.0,1,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
09017,면역 기능에 필요한 아연 프로폴리스,인테이크,5.0,1,"*언제든, 식후*   하루에 1회, 1회당 1정씩 드세요"
09018,그린티 익스트랙트,젠와이즈헬스,4.0,1,"*아침/저녁*   하루에 2회, 1회당 1캡슐씩 드세요"
09019,고 크랜베리,고헬씨,5.0,1,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
09020,풀비타 츄어블 비타민C,올가홀푸드,5.0,1,"*아침/저녁*   하루에 2회, 1회당 1정씩 씹어서 드세요"
09021,다이제스티브 어드밴티지 프로바이오틱스 이뮨헬스 어드밴스드,쉬프,5.0,1,"*아침, 식전*   하루에 1회, 1회당 2구미씩 씹어서 드세요"
09022,포스킨 곤약세라마이드,푸드올로지,5.0,1,"*언제든, 식후*   하루에 1회, 1회당 2정씩 드세요"
09023,콜라겐 뮤신,한미양행,5.0,1,"*자기전*   하루에 1회, 1회당 1포씩 그대로 드세요"
09024,폴리스,디뉴,4.0,1,"*언제든, 식후*   하루에 1회, 1회당 3정씩 씹어서 드세요"
09025,츄어블 철분,내추럴플러스,5.0,1,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1정씩 씹거나 입안에서 천천히 녹여 드세요"
09026,비타민C 아연 구미,네이처스바운티,5.0,1,"*언제든, 식후*   하루에 1회, 1회당 2구미씩 씹어서 드세요"
09027,하이포텐시 비타민C 구미,레인보우라이트,3.0,1,"*언제든, 식후*   하루에 1회, 1회당 2구미씩 드세요"
09028,홍경천비타민C,닥터아돌,5.0,1,"*언제든, 식후*   하루에 1회, 1회당 2정씩 물과 함께 드세요"
09029,프로바이오틱스+ 이뮨 디펜스,블랙모어스,5.0,1,"*아침, 식전*   하루에 1회, 1회당 1캡슐씩 드세요"
09030,올라잇 히알루론산&amp;비타민 C,올라잇,4.0,1,"*자기전*   하루에 1회, 1회당 1정씩 드세요"
09031,릴리 히알루론산,릴리페이스,5.0,1,"*자기전*   하루에 1회, 1회당 2정씩 드세요"
09032,위건강 케어,바이오퍼블릭,5.0,1,"*언제든, 식후*   하루에 1회, 1회당 1정씩 드세요"
09033,저분자피쉬콜라겐펩타이드,휴럼,3.0,1,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
09034,식물성 저분자 콜라겐 비건 히비스커스,플랜트,5.0,1,"*자기전*   하루에 1회, 1회당 1포씩 물 또는 음료에 섞어서 드세요"
09035,헤이구미,푸드올로지,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1팩씩 씹어서 드세요"
09036,제트크로컷카테킨,제트리션,0.0,0,"*아침/점심/저녁*   하루에 3회, 1회당 1정씩 드세요"
09037,레놉티 시너업 콜라겐 5000mg,서윤웰스,0.0,0,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
09038,푸마훼린연질캡슐,유한양행,0.0,0,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1캡슐씩 드세요"
09039,블랙퍼플 C 프리미엄,케이세라퓨틱스,0.0,0,"*아침/저녁*   하루에 2회, 1회당 1캡슐씩 드세요"
09040,핑크퐁 아이비타C+아연 복숭아맛,태양생활건강,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 3정씩 드세요"
09041,홀핏 피부애 어린콜라겐 비타민C,홀푸드,0.0,0,"*저녁, 식후*   하루에 1회, 1회당 5정씩 드세요"
09042,웰러스 언제나 봄날 콜라겐C 2g,다인내추럴,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1포씩 드세요"
09043,칼슘 비타민C,아이그린뉴트리션,0.0,0,"*아침, 식후/저녁, 식후*   하루에 2회, 1회당 2정씩 드세요"
09044,아스코르빌 팔미테이트,퓨어인캡슐레이션,0.0,0,*아침*   하루에 최소 1회 - 최대 2회까지 1캡슐씩 드세요
09045,유브립스,컨스마트,0.0,0,"*자기전*   하루에 1회, 1회당 2정씩 드세요"
09046,헬티스에프,신풍제약,0.0,0,"*아침, 식후/점심, 식후/저녁, 식후*   하루에 3회, 1회당 1캡슐씩 드세요"
09047,알파프로젝트 프리미엄 비타민C,정관장,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1정씩 드세요"
09048,저분자 액상콜라겐 석류맛,이너릿,0.0,0,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
09049,글루타치온 데일리 화이트,리얼닥터,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1포씩 드세요"
09050,게스트라비타 씨,유니메디,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
09051,프리미엄 콜라겐 1400,천호엔케어,0.0,0,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
09052,저분자 피쉬콜라겐 펩타이드,디알에스,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1정씩 드세요"
09053,티로이드 서포트 컴플렉스,퓨어인캡슐레이션,0.0,0,"*오전중*   하루에 1회, 1회당 2캡슐씩 드세요"
09054,글루타치온 화이트 프리미엄 ,자연해답,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 3정씩 드세요"
09055,힐스토리 글로우업,아이큐어,0.0,0,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
09056,석류콜라겐씨,헬스하우스,0.0,0,*아침/점심*   하루에 최소 2회 - 최대 3회까지 3g씩 200-300ml 물 또는 음료에 섞어서 드세요
09057,액티베이티드 C 컴플렉스,뉴챕터,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1정씩 드세요"
09058,이뮨 플러스 아연 셀레늄 비타민C 다이렉트,도펠헤르츠,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1포씩 드세요"
09059,아스코르빌 팔미테이트 500mg,라이프익스텐션,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
09060,Masonatal 프리네이탈 포뮬레이션,메이슨내추럴,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1정씩 드세요"
09061,컴플렉스 C,메가푸드,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1정씩 드세요"
09062,엘더베리 컴플렉스,스포츠리서치,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
09063,그레이프 씨드 with 비타민C 100mg,네이처스웨이,0.0,0,*아침*   하루에 최소 1회 - 최대 2회까지 1캡슐씩 드세요
09064,퓨어 래디언스 C,퓨어시너지,0.0,0,"*언제든, 식후*   하루에 최소 1회 - 최대 2회까지 0.25티스푼씩 물 또는 주스에 섞어서 드세요"
09065,TRGO 포스트 워크아웃+ 바닐라맛,뉴스킨,0.0,0,"*운동전후*   하루에 1회, 1회당 1포씩 물 또는 음료에 타서 드세요"
09066,키즈 퍼스트 비타민C,네이처메이드,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1구미씩 씹어서 드세요"
09067,레드 비타민C 츄어블,전북인삼농협,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1정씩 씹어서 드세요"
09068,아이언 플러스 비타민 C,바이트론씨,0.0,0,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1정씩 드세요"
09069,메가 퀘르세틴,솔라레이,0.0,0,"*아침/저녁*   하루에 2회, 1회당 1캡슐씩 드세요"
09070,비타민C 부스트,Fruily,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 3구미씩 드세요"
09071,프리미엄 마린 콜라겐 비타민C,메타츄어,0.0,0,"*자기전*   하루에 1회, 1회당 1정씩 드세요"
09072,레드 프로폴리스C,자연지애,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 최소 2g - 최대 3g까지 드세요"
09073,밀크 세라마이드,지엔엠,0.0,0,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
09074,저분자 가수분해 단백질 프로틴 파우더 분말,중외제약,0.0,0,"*저녁, 식후*   하루에 1회, 1회당 40g씩 180ml의 물 또는 우유에 잘 녹여서 드세요"
09075,달라질소다 유자맛,칼로비스,0.0,0,"*아침/저녁*   하루에 2회, 1회당 1정씩 150-200ml 물에 녹여서 드세요"
09076,비타민스토리 맥스 철분 BCE 레드라벨,팜스빌,0.0,0,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1캡슐씩 드세요"
09077,어린피쉬콜라겐 비오틴 비타민C,지엔엠,0.0,0,"*아침/저녁*   하루에 2회, 1회당 1포씩 물과 함께 드세요"
09078,츄어블 철 위드 비타민C &amp; 허브,네이처스플러스,0.0,0,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1구미씩 드세요"
09079,멀티 프로바이오틱스 락토 앤 비피더스 생유산균,일양약품,0.0,0,"*언제든*   하루에 1회, 1회당 1포씩 입 안에서 녹여서 드세요"
09080,실큐 비타 플러스 C 아로니아맛,굿모닝월드,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1정씩 씹어서 드세요"
09081,안티옥시던트,21세기센트리,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1정씩 드세요"
09082,인큐텐 액티브 플러스,닥터큐민,0.0,0,"*오전중*   하루에 1회, 1회당 1포씩 드세요"
09083,엘더베리 &amp; 징크,나우푸드,0.0,0,*아침*   하루에 최소 1회 - 최대 3회까지 1정씩 입 안에서 녹여서 드세요
09084,심플리스킨,심플리케어,0.0,0,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
09085,뽀로로 삼부커스로 만든 비타민C + 아연(엘더베리맛),케이엠제약,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 5정씩 씹거나 녹여서 드세요"
09086,텔오모어 비타민,아바디인터내셔널,0.0,0,"*아침/저녁*   하루에 2회, 1회당 2캡슐씩 드세요"
09087,리에잇 프리미엄 콜라겐 7500,리에잇,0.0,0,"*아침, 식전*   하루에 1회, 1회당 1개씩 드세요"
09088,도파민 브레인 푸드,Natural Stacks,0.0,0,"*아침*   하루에 1회, 1회당 최소 2캡슐 - 최대 3캡슐까지 드세요"
09089,리바이탈 벨라 비타민C,한국리바이탈,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
09090,키토라이트 키토산&amp;비타민C,포라이프,0.0,0,"*아침/저녁*   하루에 2회, 1회당 3캡슐씩 드세요"
09091,헬시 씨엔에프,자연치유,0.0,0,"*아침/저녁*   하루에 2회, 1회당 2정씩 드세요"
09092,맛있는 콤부차 레몬,이데이잇츠,0.0,0,"*아침, 식전*   하루에 1회, 1회당 1포씩 250ml 차가운 물에 섞어서 드세요"
09093,콜라겐부스팅,늘20s,0.0,0,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
09094,퀘르세틴 브로멜라인 컴플렉스,더글라스랩스,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 최소 1정 - 최대 3정까지 드세요"
09095,글램디 슈퍼 카테킨 다이어트,글램디,0.0,0,"*언제든*   하루에 1회, 1회당 최소 1정 - 최대 3정까지 드세요"
09096,아세로라,스완슨,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
09097,삼부커스 엘더베리 캡슐,바이오슈왈츠,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
09098,잇타민,긍정주식회사,0.0,0,"*저녁, 식후*   하루에 1회, 1회당 2정씩 드세요"
09099,필박스 젊음애 코큐텐100 부스터,엘로스바이오,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
09100,엘라스틴 저분자피쉬콜라겐 비타민C 히알루론산 밀크세라마이드,순수식품,0.0,0,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
09101,미즈에버 플러스,유니베라,0.0,0,"*자기전*   하루에 1회, 1회당 1팩씩 드세요"
09102,먹는 엘라스틴 밀크세라마이드 히알루론산 비오틴 저분자 어류 피쉬콜라겐 펩타이드 플러스 비타민C,중외제약,0.0,0,"*자기전*   하루에 1회, 1회당 최소 1포 - 최대 2포까지 직접 드세요"
09103,샐러리 24000,헬로헬스,0.0,0,"*언제든*   하루에 1회, 1회당 최소 1캡슐 - 최대 2캡슐까지 드세요"
09104,엘더베리 5000mg,네츄라라이프랩스,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
09105,알타파마 발포비타민C 레몬맛,로스만,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1정씩 200ml의 물에 녹여서 드세요"
09106,닥터 퍼틸리티 맨,에프앤디넷,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1팩씩 드세요"
09107,프리미엄 철분,피에이치365,0.0,0,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1포씩 드세요"
09108,비욘드 콜라겐 ,라이브컨시어스,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 3캡슐씩 드세요"
09109,스윔업,티오피인터내셔널,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
09110,이너스 퍼플,닥터스,0.0,0,"*아침, 식후/저녁, 식후*   하루에 2회, 1회당 2정씩 드세요"
09111,위힐링 타임,데이알,0.0,0,"*자기전*   하루에 1회, 1회당 2정씩 드세요"
09112,아르기밤 맥스,보디,0.0,0,
09113,인디안 구스베리 비타민C,시크릿다이렉트,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1정씩 드세요"
09114,네오랩 저분자콜라겐,네오팜,0.0,0,"*아침/저녁*   하루에 2회, 1회당 1포씩 드세요"
09115,프리미엄 저분자콜라겐 펩타이드,GC녹십자,0.0,0,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
09116,프로젠,트루비,0.0,0,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
09117,바이오비옴 이너우먼 멀티바이타 포스트바이오틱스,고바이오랩,0.0,0,"*아침, 식전*   하루에 1회, 1회당 1캡슐씩 드세요"
09118,덴파사캡슐,동아제약,0.0,0,"*아침, 식후/점심, 식후/저녁, 식후*   하루에 3회, 1회당 1캡슐씩 드세요"
09119,이튼햇살,햇살이네마을,0.0,0,"*저녁, 식후*   하루에 1회, 1회당 1정씩 드세요"
09120,에버핏 콜라겐&amp;비타민C,내추럴플러스,0.0,0,"*자기전*   하루에 1회, 1회당 2구미씩 씹어서 드세요"
09121,크랜베리농축물,스포츠리서치,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
09122,이튼튼 맥스,내추럴이믹스,0.0,0,"*저녁, 식후*   하루에 1회, 1회당 2정씩 드세요"
09123,엘라스틴 더 콜라겐C,나나네이처,0.0,0,*자기전*   하루에 최소 1회 - 최대 2회까지 1포씩 드세요
09124,담을수록 글루타치온 맥스 1300,자연담채,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 2정씩 드세요"
09125,콜라겐 케라틴,솔라레이,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 2정씩 드세요"
09126,글루타도즈 ,뉴트라도스랩스,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1개씩 드세요"
09127,웰업 글루타치온 올인원 화이트,로엘,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1정씩 드세요"
09128,오늘부터 발효콤부차 레몬,동서바이오팜,0.0,0,*아침/점심*   하루에 최소 2회 - 최대 4회까지 1포씩 물에 타서 드세요
09129,락토톡 생유산균+C,경남제약,0.0,0,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
09130,사비지 프리 워크아웃 블랙베리 레몬에이드,로우뉴트리션,0.0,0,"*운동전후*   하루에 1회, 1회당 1스쿱씩 230~350ml의 물에 넣고 섞어서 드세요"
09131,장대원 화이트 글루타치온 엘라스틴,대원제약,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1포씩 드세요"
09132,이더블유씨 콜라겐 프리미엄,엘비케어라이프,0.0,0,"*자기전*   하루에 1회, 1회당 2포씩 드세요"
09133,키드니 케어,내추럴케어,0.0,0,"*아침/저녁*   하루에 2회, 1회당 최소 2캡슐 - 최대 3캡슐까지 드세요"
09134,히얼스 비타민C,브랜드엑스헬스케어,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1정씩 드세요"
09135,발포비타민 비타민C,미볼리스,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1정씩 200ml 생수에 녹여 드세요"
09136,맑은 미네랄 비타민C,뉴트리커먼,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1정씩 드세요"
09137,어써라이즈 식물성 비타민C 350mg,아크,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
09138,파워 C,비타퓨전,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 3구미씩 드세요"
09139,더나은 미라클콜라겐 9900,더나은비타,0.0,0,"*아침/저녁*   하루에 2회, 1회당 1포씩 드세요"
09140,몬스터리퀴드 아르기닌 7000,일화,0.0,0,"*오전중*   하루에 1회, 1회당 1포씩 물 또는 탄산수에 타서 드세요"
09141,네이처위드 셀렌업 플러스,경동제약,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
09142,리포소말 R-알파리포산,와일드랩,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
09143,비타그란 비타민C 구미젤리 (오렌지맛/포도맛),동아제약,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 8구미씩 씹어서 드세요"
09144,엔조 뷰티 콜라겐 7000,엔조라이프,0.0,0,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
09145,덴타민 캡슐,일양약품,0.0,0,"*아침, 식후/점심, 식후/저녁, 식후*   하루에 3회, 1회당 1캡슐씩 드세요"
09146,덴티드에프캡슐,대웅제약,0.0,0,"*아침, 식후/점심, 식후/저녁, 식후*   하루에 3회, 1회당 1캡슐씩 드세요"
09147,인사엑스 덴티케어 플러스,인테로,0.0,0,"*저녁, 식후*   하루에 1회, 1회당 1정씩 드세요"
09148,제일헬스 저분자콜라겐,제일헬스사이언스,0.0,0,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
09149,위 건강엔 헬리코박터 컨트롤,팜엔탑,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1정씩 드세요"
09150,아이젠 비타민C,미볼리스,0.0,0,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1정씩 물에 넣고 용해하여 드세요"
09151,원하던 철분 프리미엄,바라던마켓,0.0,0,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1캡슐씩 드세요"
09152,닥터에스더 로즈마리 타이트,에스더포뮬러,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
09153,샤크크래파인 비타민C 칼슘,시너지월드와이드,0.0,0,"*아침/저녁*   하루에 2회, 1회당 1캡슐씩 드세요"
09154,비타민C 파우더,미볼리스,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1스푼씩 (120mg) 물 또는 음료에 섞어 드세요"
09155,이너셋 저분자 피쉬콜라겐 1500,휴온스내추럴,0.0,0,"*자기전*   하루에 1회, 1회당 1포씩 직접 혹은 물과 함께 드세요"
09156,더팜 영양철분,에프앤디넷,0.0,0,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1포씩 직접 또는 음용수와 함께 드세요"
09157,하드칼씨플러스정,부광약품,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1정씩 드세요"
09158,아연 50mg,스프링밸리,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1정씩 씹어서 드세요"
09159,저스트칼슘 비타민,저스트헬스,0.0,0,"*아침/저녁*   하루에 2회, 1회당 2캡슐씩 드세요"
09160,비타민C 칠드런스 츄어블 무설탕 오렌지,네이처스플러스,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 2구미씩 드세요"
09161,비타민B&amp;C 슈가프리 샤인머스켓 구미,브라잇벨리,0.0,0,"*오전중*   하루에 1회, 1회당 2구미씩 씹어서 드세요"
09162,프리미엄 비타민D 4000IU,휴먼살루스,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1정씩 드세요"
09163,비비랩 저분자 콜라겐,뉴트리원,4.43,299,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
09164,콜라겐 업,캘리포니아골드뉴트리션,4.23,124,"*자기전*   하루에 1회, 1회당 1스쿱씩 175~235ml의 음용수에 넣고 섞어서 드세요"
09165,프로폴리스아연C,닥터아돌,4.71,114,"*아침/저녁*   하루에 2회, 1회당 1캡슐씩 물과 함께 드세요"
09166,비비랩 더 콜라겐 파우더 S,뉴트리원,4.39,96,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
09167,구미 비타민C 슬라이스,레인보우라이트,4.73,89,"*언제든, 식후*   하루에 1회, 1회당 최소 1구미 - 최대 3구미까지 드세요"
09168,코엔자임 큐텐,세노비스,4.62,77,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
09169,스파톤 애플,넬슨스,4.89,73,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1포씩 드세요"
09170,베러 플로우,르네트레,4.5,48,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
09171,크랜베리 캡슐,나우푸드,4.48,42,"*언제든, 식후*   하루에 최소 1회 - 최대 2회까지 2캡슐씩 드세요"
09172,완전 활성 엽산 400,닥터스베스트,4.68,28,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1캡슐씩 드세요"
09173,콜라겐 타입 1&amp;3 위드 펩탄,닥터스베스트,4.38,26,"*아침, 식전/저녁, 식전*   하루에 2회, 1회당 3정씩 드세요"
09174,콜라겐업,캘리포니아골드뉴트리션,4.31,26,"*자기전*   하루에 1회, 1회당 1팩씩 소량(60ml)의 물이나 주스에 타서 드세요"
09175,수퍼바이오틱스+철분,세노비스,4.58,24,"*저녁, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
09176,뉴트리라이트 앨로케어,암웨이,4.6,20,"*아침, 식후/점심, 식후/저녁, 식후*   하루에 3회, 1회당 2정씩 드세요"
09177,메디 철분 츄어블,모비타,4.74,19,"*언제든, 식사 2시간후*   하루에 1회, 1회당 2정씩 드세요"
09178,레모나 생유산균20,경남제약,4.39,18,"*아침, 식후/점심, 식후/저녁, 식후*   하루에 3회, 1회당 1포씩 드세요"
09179,아연,마이프로틴,4.24,17,"*언제든*   하루에 1회, 1회당 1정씩 음식과 함께 드세요"
09180,유한 코엔자임 Q10,유한양행,4.35,17,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
09181,뉴트키즈 철분,정담건강,5.0,17,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1포씩 드세요"
09182,하이드롤라이즈드 콜라겐 펩타이드 + 비타민C,캘리포니아골드뉴트리션,4.25,16,"*자기전*   하루에 1회, 1회당 6정씩 드세요"
09183,모유유산균 포스트바이오틱스,유유헬스케어,4.31,16,"*아침, 식전*   하루에 1회, 1회당 최소 1포 - 최대 2포까지 그대로 또는 물과 함께 드세요"
09184,패밀리 츄어블 철분 크랜베리맛,비타민뱅크,4.8,15,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1정씩 드세요"
09185,비비랩 더 엘라스틴,뉴트리원,4.2,15,"*언제든*   하루에 1회, 1회당 1포씩 드세요"
